"image-wrapper href","lazyloaded src","product-discount","d-flex href 2","col-12","col-12 href","col-12 2","product-price-not-discounted","product-price","w-100 href","d-none","lazyloading src","out-of-stock"
"https://www.cnc-marketi.com/urun/lmek-30-uu-lineer-rulman","https://cncmarketi.tsoftstatic.com/urunlmek-30-uu-lineer-rulman-9968-84-O.png","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/849/ddc5b2d9f1165f3aa76e7128a0d799deaff0a9093fe052e494194dd4924421a91aa3605950ac39bf99feebfd963b5c5d","Lme Rulman","https://www.cnc-marketi.com/lme-rulman","Lmek 30 Uu Lineer Rulman","381,54","208,40","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/lmek-40-luu-lineer-rulman-uzun-tip","https://cncmarketi.tsoftstatic.com/urunlmek-40-luu-lineer-rulman-uzun-tip-9969-85-O.jpg","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/850/1a57573ba112cdf8497c4581a528e6d8f89819b11f9fa1636c954f46b6999e9bfb04763d2a0e68f23e36466ff39bd7d1","Lmek Rulman","https://www.cnc-marketi.com/lmek-rulman","Lmek 40 Luu Lineer Rulman Uzun Tip","865,73","473,56","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/lmek-40-uu-lineer-rulman","https://cncmarketi.tsoftstatic.com/urunlmek-40-uu-lineer-rulman-9970-85-O.png","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/851/8d15576ee0edd89ee8461d966c887ff092674f34c6022ef3b98833c77f2cd0a7298ab44a2828aaa7fb543717acd6c791","Lme Rulman","https://www.cnc-marketi.com/lme-rulman","Lmek 40 Uu Lineer Rulman","589,42","322,70","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/lmek-50-uu-lineer-rulman","https://cncmarketi.tsoftstatic.com/urunlmek-50-uu-lineer-rulman-9971-85-O.png","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/852/a9b8292d6f73c6e4128388f27e6d42312177440c9699726a870e9426d5b3f9d18f29247d837a41067b1fd621805da2bc","Lmek Rulman","https://www.cnc-marketi.com/lmek-rulman","Lmek 50 Uu Lineer Rulman","2.376,86","1.301,70","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m10x1-5-sag-dis-dana-gozu-mafsal-kafa-erkek-pos-10a","https://cncmarketi.tsoftstatic.com/urunm10x1-5-sag-dis-dana-gozu-mafsal-kafa-erkek-pos-10a-9987-86-O.png","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/868/f671bdb6e92456343cdec6f4e56c289a2a8cf794396fd39e8b0eae5e0b8de071caeb6dd5b4dcef72ab9cf088199538a2","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M10X1.5 SAĞ DİŞ Dana Gözü Mafsal Kafa ( ERKEK ) POS 10A","82,43","45,10","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m10x1-5-sag-dis-dana-gozu-mafsal-kafa-disi-phs-10a","https://cncmarketi.tsoftstatic.com/urunm10x1-5-sag-dis-dana-gozu-mafsal-kafa-disi-phs-10a-9988-86-O.jpg","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/869/a5a6bbcdd1fb6075def01c072caecbb61159ebf75844bb8024aeaf356bb556b8ea5aef1bda3b5de41e6d5ab67fd1ebbc","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M10X1.5 SAĞ Diş Dana Gözü Mafsal Kafa (DİŞİ)PHS 10A","82,43","45,10","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m10x1-5-sol-dis-dana-gozu-mafsal-kafa-erkek-pos-10la","https://cncmarketi.tsoftstatic.com/urunm10x1-5-sol-dis-dana-gozu-mafsal-kafa-erkek-pos-10la-9989-87-O.png","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/870/245b4966260d80caf73ab0f78d4aa909db3ced775c7ad9c5f58f124e3c1c0192d35d18887ddec0fa0bf9eb0d10fd213b","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M10X1.5 SOL Diş Dana Gözü Mafsal Kafa ( ERKEK )POS 10LA","82,43","45,10","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m10x1-5-sol-dis-dana-gozu-mafsal-kafa-disi-phs-10la","https://cncmarketi.tsoftstatic.com/urunm10x1-5-sol-dis-dana-gozu-mafsal-kafa-disi-phs-10la-9990-87-O.jpg","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/871/3e27f73c409feea90a47a7c0500a21ed8b1029fa8ef95af8529b5fc5fea3e1ebd92d03ebd0ed94294cb607c5aca5a582","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M10X1.5 SOL Diş Dana Gözü Mafsal Kafa (DİŞİ)PHS 10LA","82,43","45,10","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m12x1-75-sag-dis-dana-gozu-mafsal-kafa-erkek-pos-12a","https://cncmarketi.tsoftstatic.com/urunm12x1-75-sag-dis-dana-gozu-mafsal-kafa-erkek-pos-12a-10002-88-O.png","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/883/4695cf969c0418c7e0f3bc95bd45148b444d3b6a8597c8d4d1912869bcf31f2c1146bcfa6acad53a60f13b7bf52a34ec","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M12X1.75 SAĞ Diş Dana Gözü Mafsal Kafa ( ERKEK )POS 12A","138,41","76,20","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m12x1-75-sag-dis-dana-gozu-mafsal-kafa-disi-phs-12a","https://cncmarketi.tsoftstatic.com/urunm12x1-75-sag-dis-dana-gozu-mafsal-kafa-disi-phs-12a-10003-88-O.jpg","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/884/ea9e1cb5036d86c0d1f4d63ffe0ad14f890d4839151c0a8492fbbebe50594fb153bea1539e4fda948dd4e1a34184486c","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M12X1.75 SAĞ Diş Dana Gözü Mafsal Kafa (DİŞİ)PHS 12A","135,82","74,65","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m12x1-75-sol-dis-dana-gozu-mafsal-kafa-erkek-pos-12la","https://cncmarketi.tsoftstatic.com/urunm12x1-75-sol-dis-dana-gozu-mafsal-kafa-erkek-pos-12la-10004-88-O.png","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/885/de577a3b80a142ae792cc3990280c39e7efa00cf113a7c3a559d0087f0829c82cb4de128d507104a642dc440ae8d1e02","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M12X1.75 SOL Diş Dana Gözü Mafsal Kafa ( ERKEK )POS 12LA","112,49","61,43","javascript:void(0);","Sepete Ekle","",""
"https://www.cnc-marketi.com/urun/m14x2-0-sag-dis-mafsal-erkek-pos-14a","https://cncmarketi.tsoftstatic.com/urunm14x2-0-sag-dis-mafsal-erkek-pos-14a-10008-88-O.jpg","45","https://www.cnc-marketi.com/srv/service/content-v5/sub-folder/3/1004/quick-view/889/c733034a67d5014c8fdc7239d8da0cc27991173c7e741d8ef81b9833694b05cab30bef2a3d5fc5c5bd687c9652e879e8","Mafsal Dana Gözü","https://www.cnc-marketi.com/mafsal-dana-gozu","M14X2.0 SAĞ DİŞ MAFSAL ( ERKEK ) POS 14A","186,62","102,64","javascript:void(0);","Sepete Ekle","",""
